Status;Punkte;Spieler;Note;Spieltag;Datum
nicht eingesetzt;;Rothweiler;;10;16.02.2026
nicht eingesetzt;;Rothweiler;;9;16.02.2026
nicht eingesetzt;;Rothweiler;;8;16.02.2026
nicht eingesetzt;;Rothweiler;;7;16.02.2026
nicht eingesetzt;;Rothweiler;;6;16.02.2026
war angeschlagen;;Rothweiler;;5;16.02.2026
war im Aufbautraining;;Rothweiler;;4;16.02.2026
war verletzt;;Rothweiler;;3;16.02.2026
war verletzt;;Rothweiler;;2;16.02.2026
nicht eingesetzt;;Rothweiler;;1;16.02.2026
gespielt;12.0;Ryerson;10.0;22;16.02.2026
gespielt;5.0;Ryerson;7.2;21;16.02.2026
nicht eingesetzt;;Ryerson;;20;16.02.2026
gespielt;6.0;Ryerson;7.4;19;16.02.2026
gespielt;2.0;Ryerson;6.5;18;16.02.2026
gespielt;8.0;Ryerson;7.7;17;16.02.2026
gespielt;4.0;Ryerson;6.9;16;16.02.2026
gespielt;4.0;Ryerson;7.0;15;16.02.2026
gespielt;2.0;Ryerson;6.5;14;16.02.2026
gespielt;0.0;Ryerson;;13;16.02.2026
gespielt;3.0;Ryerson;6.7;12;16.02.2026
gespielt;2.0;Ryerson;6.6;11;16.02.2026
gespielt;0.0;Ryerson;6.1;10;16.02.2026
gespielt;4.0;Ryerson;6.9;9;16.02.2026
gespielt;5.0;Ryerson;7.2;8;16.02.2026
gespielt;8.0;Ryerson;7.7;7;16.02.2026
gespielt;0.0;Ryerson;6.2;6;16.02.2026
gespielt;2.0;Ryerson;6.6;5;16.02.2026
gespielt;6.0;Ryerson;7.4;4;16.02.2026
gespielt;6.0;Ryerson;7.4;3;16.02.2026
gespielt;3.0;Ryerson;6.8;2;16.02.2026
war angeschlagen;;Ryerson;;1;16.02.2026
gespielt;1.0;S. Becker;6.4;22;16.02.2026
gespielt;3.0;S. Becker;6.7;21;16.02.2026
hat die Liga verlassen;;S. Becker;;20;16.02.2026
hat die Liga verlassen;;S. Becker;;19;16.02.2026
hat die Liga verlassen;;S. Becker;;18;16.02.2026
hat die Liga verlassen;;S. Becker;;17;16.02.2026
hat die Liga verlassen;;S. Becker;;16;16.02.2026
hat die Liga verlassen;;S. Becker;;15;16.02.2026
hat die Liga verlassen;;S. Becker;;14;16.02.2026
hat die Liga verlassen;;S. Becker;;13;16.02.2026
hat die Liga verlassen;;S. Becker;;12;16.02.2026
hat die Liga verlassen;;S. Becker;;11;16.02.2026
hat die Liga verlassen;;S. Becker;;10;16.02.2026
hat die Liga verlassen;;S. Becker;;9;16.02.2026
hat die Liga verlassen;;S. Becker;;8;16.02.2026
hat die Liga verlassen;;S. Becker;;7;16.02.2026
hat die Liga verlassen;;S. Becker;;6;16.02.2026
hat die Liga verlassen;;S. Becker;;5;16.02.2026
hat die Liga verlassen;;S. Becker;;4;16.02.2026
hat die Liga verlassen;;S. Becker;;3;16.02.2026
hat die Liga verlassen;;S. Becker;;2;16.02.2026
hat die Liga verlassen;;S. Becker;;1;16.02.2026
gespielt;2.0;S. Conteh;6.5;22;16.02.2026
gespielt;2.0;S. Conteh;6.5;21;16.02.2026
gespielt;2.0;S. Conteh;6.6;20;16.02.2026
gespielt;2.0;S. Conteh;6.5;19;16.02.2026
nicht eingesetzt;;S. Conteh;;18;16.02.2026
gespielt;1.0;S. Conteh;6.3;17;16.02.2026
gespielt;3.0;S. Conteh;6.8;16;16.02.2026
gespielt;1.0;S. Conteh;6.3;15;16.02.2026
nicht eingesetzt;;S. Conteh;;14;16.02.2026
war im Aufbautraining;;S. Conteh;;13;16.02.2026
war im Aufbautraining;;S. Conteh;;12;16.02.2026
war im Aufbautraining;;S. Conteh;;11;16.02.2026
war im Aufbautraining;;S. Conteh;;10;16.02.2026
war im Aufbautraining;;S. Conteh;;9;16.02.2026
war im Aufbautraining;;S. Conteh;;8;16.02.2026
war verletzt;;S. Conteh;;7;16.02.2026
war angeschlagen;;S. Conteh;;6;16.02.2026
gespielt;10.0;S. Conteh;7.5;5;16.02.2026
gespielt;2.0;S. Conteh;6.5;4;16.02.2026
gespielt;3.0;S. Conteh;6.7;3;16.02.2026
gespielt;2.0;S. Conteh;6.6;2;16.02.2026
nicht eingesetzt;;S. Conteh;;1;16.02.2026
gespielt;0.0;S. El Mala;6.2;22;16.02.2026
gespielt;-1.0;S. El Mala;5.9;21;16.02.2026
gespielt;4.0;S. El Mala;6.9;20;16.02.2026
gespielt;1.0;S. El Mala;6.4;19;16.02.2026
gespielt;4.0;S. El Mala;6.9;18;16.02.2026
gespielt;4.0;S. El Mala;7.0;17;16.02.2026
gespielt;9.0;S. El Mala;7.4;16;16.02.2026
gespielt;1.0;S. El Mala;6.4;15;16.02.2026
gespielt;0.0;S. El Mala;6.2;14;16.02.2026
gespielt;6.0;S. El Mala;6.8;13;16.02.2026
gespielt;11.0;S. El Mala;7.7;12;16.02.2026
gespielt;5.0;S. El Mala;7.2;11;16.02.2026
gespielt;3.0;S. El Mala;6.7;10;16.02.2026
gespielt;12.0;S. El Mala;8.0;9;16.02.2026
gespielt;0.0;S. El Mala;6.1;8;16.02.2026
gespielt;8.0;S. El Mala;7.1;7;16.02.2026
gespielt;7.0;S. El Mala;6.9;6;16.02.2026
gespielt;4.0;S. El Mala;7.0;5;16.02.2026
gespielt;3.0;S. El Mala;6.8;4;16.02.2026
gespielt;5.0;S. El Mala;7.2;3;16.02.2026
gespielt;6.0;S. El Mala;6.7;2;16.02.2026
gespielt;2.0;S. El Mala;6.5;1;16.02.2026
gespielt;1.0;Sabitzer;6.4;22;16.02.2026
war im Aufbautraining;;Sabitzer;;21;16.02.2026
war angeschlagen;;Sabitzer;;20;16.02.2026
war im Aufbautraining;;Sabitzer;;19;16.02.2026
war verletzt;;Sabitzer;;18;16.02.2026
gespielt;11.0;Sabitzer;7.6;17;16.02.2026
gespielt;4.0;Sabitzer;6.9;16;16.02.2026
gespielt;4.0;Sabitzer;6.9;15;16.02.2026
war verletzt;;Sabitzer;;14;16.02.2026
gespielt;2.0;Sabitzer;6.6;13;16.02.2026
gespielt;3.0;Sabitzer;6.7;12;16.02.2026
nicht eingesetzt;;Sabitzer;;11;16.02.2026
gespielt;0.0;Sabitzer;;10;16.02.2026
gespielt;2.0;Sabitzer;6.5;9;16.02.2026
gespielt;3.0;Sabitzer;6.7;8;16.02.2026
gespielt;1.0;Sabitzer;6.4;7;16.02.2026
gespielt;3.0;Sabitzer;6.7;6;16.02.2026
gespielt;5.0;Sabitzer;7.2;5;16.02.2026
gespielt;6.0;Sabitzer;7.3;4;16.02.2026
nicht eingesetzt;;Sabitzer;;3;16.02.2026
gespielt;3.0;Sabitzer;6.8;2;16.02.2026
gespielt;4.0;Sabitzer;6.9;1;16.02.2026
gespielt;1.0;Saliakas;6.3;22;16.02.2026
gespielt;12.0;Saliakas;7.5;21;16.02.2026
gespielt;7.0;Saliakas;7.5;20;16.02.2026
gespielt;5.0;Saliakas;7.1;16;16.02.2026
nicht eingesetzt;;Saliakas;;19;16.02.2026
nicht eingesetzt;;Saliakas;;18;16.02.2026
nicht eingesetzt;;Saliakas;;17;16.02.2026
nicht eingesetzt;;Saliakas;;15;16.02.2026
nicht eingesetzt;;Saliakas;;14;16.02.2026
nicht eingesetzt;;Saliakas;;13;16.02.2026
nicht eingesetzt;;Saliakas;;12;16.02.2026
war im Aufbautraining;;Saliakas;;11;16.02.2026
war angeschlagen;;Saliakas;;10;16.02.2026
gespielt;2.0;Saliakas;6.5;9;16.02.2026
gespielt;5.0;Saliakas;7.2;8;16.02.2026
nicht eingesetzt;;Saliakas;;7;16.02.2026
gespielt;3.0;Saliakas;6.8;6;16.02.2026
gespielt;3.0;Saliakas;6.8;5;16.02.2026
gespielt;2.0;Saliakas;6.6;4;16.02.2026
gespielt;4.0;Saliakas;6.9;3;16.02.2026
gespielt;3.0;Saliakas;6.7;2;16.02.2026
gespielt;4.0;Saliakas;6.9;1;16.02.2026
war verletzt;;Sambi Lokonga;;22;16.02.2026
gespielt;4.0;Sambi Lokonga;7.0;21;16.02.2026
gespielt;3.0;Sambi Lokonga;6.7;20;16.02.2026
gespielt;0.0;Sambi Lokonga;6.1;19;16.02.2026
nicht eingesetzt;;Sambi Lokonga;;18;16.02.2026
gespielt;3.0;Sambi Lokonga;6.8;16;16.02.2026
gespielt;11.0;Sambi Lokonga;7.6;15;16.02.2026
gespielt;2.0;Sambi Lokonga;6.6;14;16.02.2026
gespielt;12.0;Sambi Lokonga;7.7;13;16.02.2026
gespielt;3.0;Sambi Lokonga;6.7;12;16.02.2026
gespielt;2.0;Sambi Lokonga;6.5;11;16.02.2026
gespielt;4.0;Sambi Lokonga;6.9;10;16.02.2026
gespielt;-1.0;Sambi Lokonga;6.0;9;16.02.2026
gespielt;6.0;Sambi Lokonga;7.3;8;16.02.2026
gespielt;10.0;Sambi Lokonga;7.4;7;16.02.2026
gespielt;11.0;Sambi Lokonga;7.5;6;16.02.2026
gespielt;2.0;Sambi Lokonga;6.6;5;16.02.2026
gespielt;3.0;Sambi Lokonga;6.8;4;16.02.2026
nicht eingesetzt;;Sambi Lokonga;;3;16.02.2026
nicht eingesetzt;;Sambi Lokonga;;2;16.02.2026
nicht eingesetzt;;Sambi Lokonga;;1;16.02.2026
gespielt;1.0;Sander;6.4;22;16.02.2026
gespielt;4.0;Sander;6.9;21;16.02.2026
gespielt;4.0;Sander;6.9;20;16.02.2026
gespielt;2.0;Sander;6.5;19;16.02.2026
gespielt;4.0;Sander;7.0;18;16.02.2026
gespielt;-6.0;Sander;5.0;17;16.02.2026
gespielt;4.0;Sander;7.0;16;16.02.2026
gespielt;3.0;Sander;6.8;15;16.02.2026
gespielt;5.0;Sander;7.1;14;16.02.2026
war im Aufbautraining;;Sander;;13;16.02.2026
war im Aufbautraining;;Sander;;12;16.02.2026
war verletzt;;Sander;;11;16.02.2026
gespielt;12.0;Sander;7.7;10;16.02.2026
gespielt;5.0;Sander;7.1;9;16.02.2026
gespielt;1.0;Sander;6.4;8;16.02.2026
gespielt;5.0;Sander;7.1;7;16.02.2026
gespielt;5.0;Sander;7.2;6;16.02.2026
gespielt;3.0;Sander;6.7;5;16.02.2026
nicht eingesetzt;;Sander;;4;16.02.2026
gespielt;1.0;Sander;6.4;3;16.02.2026
gespielt;8.0;Sander;7.7;2;16.02.2026
gespielt;5.0;Sander;7.1;1;16.02.2026
gespielt;1.0;Sands;6.4;22;16.02.2026
gespielt;4.0;Sands;6.9;21;16.02.2026
gespielt;3.0;Sands;6.7;20;16.02.2026
gespielt;4.0;Sands;6.9;16;16.02.2026
gespielt;4.0;Sands;7.0;19;16.02.2026
gespielt;10.0;Sands;7.4;18;16.02.2026
gespielt;1.0;Sands;6.3;17;16.02.2026
gespielt;6.0;Sands;7.3;15;16.02.2026
gespielt;1.0;Sands;6.4;14;16.02.2026
gespielt;3.0;Sands;6.8;13;16.02.2026
gespielt;2.0;Sands;6.5;12;16.02.2026
gespielt;5.0;Sands;7.2;11;16.02.2026
gespielt;2.0;Sands;6.5;10;16.02.2026
gespielt;3.0;Sands;6.7;9;16.02.2026
war angeschlagen;;Sands;;8;16.02.2026
gespielt;4.0;Sands;7.0;7;16.02.2026
gespielt;4.0;Sands;7.0;6;16.02.2026
gespielt;2.0;Sands;6.6;5;16.02.2026
gespielt;2.0;Sands;6.5;4;16.02.2026
gespielt;4.0;Sands;7.0;3;16.02.2026
gespielt;5.0;Sands;7.2;2;16.02.2026
gespielt;2.0;Sands;6.5;1;16.02.2026
war im Aufbautraining;;Sani;;22;16.02.2026
war im Aufbautraining;;Sani;;21;16.02.2026
war verletzt;;Sani;;20;16.02.2026
nicht eingesetzt;;Sani;;16;16.02.2026
nicht eingesetzt;;Sani;;19;16.02.2026
nicht eingesetzt;;Sani;;18;16.02.2026
nicht eingesetzt;;Sani;;17;16.02.2026
nicht eingesetzt;;Sani;;15;16.02.2026
nicht eingesetzt;;Sani;;14;16.02.2026
nicht eingesetzt;;Sani;;13;16.02.2026
nicht eingesetzt;;Sani;;12;16.02.2026
nicht eingesetzt;;Sani;;11;16.02.2026
nicht eingesetzt;;Sani;;10;16.02.2026
nicht eingesetzt;;Sani;;9;16.02.2026
nicht eingesetzt;;Sani;;8;16.02.2026
nicht eingesetzt;;Sani;;7;16.02.2026
nicht eingesetzt;;Sani;;6;16.02.2026
nicht eingesetzt;;Sani;;5;16.02.2026
nicht eingesetzt;;Sani;;4;16.02.2026
nicht eingesetzt;;Sani;;3;16.02.2026
nicht eingesetzt;;Sani;;2;16.02.2026
nicht eingesetzt;;Sani;;1;16.02.2026
gespielt;1.0;Sano;6.4;22;16.02.2026
gespielt;4.0;Sano;6.9;21;16.02.2026
gespielt;5.0;Sano;7.2;20;16.02.2026
gespielt;3.0;Sano;6.8;19;16.02.2026
gespielt;3.0;Sano;6.7;18;16.02.2026
gespielt;5.0;Sano;7.1;17;16.02.2026
gespielt;2.0;Sano;6.5;16;16.02.2026
gespielt;4.0;Sano;7.0;15;16.02.2026
gespielt;1.0;Sano;6.3;14;16.02.2026
gespielt;9.0;Sano;8.1;13;16.02.2026
gespielt;1.0;Sano;6.3;12;16.02.2026
gespielt;6.0;Sano;7.4;11;16.02.2026
gespielt;4.0;Sano;6.9;10;16.02.2026
gespielt;5.0;Sano;7.1;9;16.02.2026
gespielt;2.0;Sano;6.5;8;16.02.2026
gespielt;4.0;Sano;7.0;7;16.02.2026
gespielt;3.0;Sano;6.8;6;16.02.2026
gespielt;3.0;Sano;6.8;5;16.02.2026
gespielt;15.0;Sano;8.9;4;16.02.2026
gespielt;4.0;Sano;7.0;3;16.02.2026
gespielt;5.0;Sano;7.1;2;16.02.2026
gespielt;3.0;Sano;6.7;1;16.02.2026
nicht eingesetzt;;Santos Daiber;;22;16.02.2026
nicht eingesetzt;;Santos Daiber;;21;16.02.2026
nicht eingesetzt;;Santos Daiber;;20;16.02.2026
nicht eingesetzt;;Santos Daiber;;19;16.02.2026
nicht eingesetzt;;Santos Daiber;;18;16.02.2026
nicht eingesetzt;;Santos Daiber;;17;16.02.2026
nicht eingesetzt;;Santos Daiber;;16;16.02.2026
gespielt;3.0;Santos Daiber;6.8;15;16.02.2026
hat die Liga verlassen;;Santos Daiber;;14;16.02.2026
hat die Liga verlassen;;Santos Daiber;;13;16.02.2026
hat die Liga verlassen;;Santos Daiber;;12;16.02.2026
hat die Liga verlassen;;Santos Daiber;;11;16.02.2026
hat die Liga verlassen;;Santos Daiber;;10;16.02.2026
hat die Liga verlassen;;Santos Daiber;;9;16.02.2026
hat die Liga verlassen;;Santos Daiber;;8;16.02.2026
hat die Liga verlassen;;Santos Daiber;;7;16.02.2026
hat die Liga verlassen;;Santos Daiber;;6;16.02.2026
hat die Liga verlassen;;Santos Daiber;;5;16.02.2026
hat die Liga verlassen;;Santos Daiber;;4;16.02.2026
nicht eingesetzt;;Santos Daiber;;3;16.02.2026
nicht eingesetzt;;Santos Daiber;;2;16.02.2026
nicht eingesetzt;;Santos Daiber;;1;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;22;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;21;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;20;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;19;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;18;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;17;16.02.2026
war im Aufbautraining;;Sapoko Ndiaye;;16;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;15;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;14;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;13;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;12;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;11;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;10;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;9;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;8;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;7;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;6;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;5;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;4;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;3;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;2;16.02.2026
nicht eingesetzt;;Sapoko Ndiaye;;1;16.02.2026
war verletzt;;Sarco;;22;16.02.2026
gespielt;2.0;Sarco;6.5;21;16.02.2026
nicht eingesetzt;;Sarco;;20;16.02.2026
gespielt;2.0;Sarco;6.5;19;16.02.2026
nicht eingesetzt;;Sarco;;18;16.02.2026
nicht eingesetzt;;Sarco;;17;16.02.2026
gespielt;2.0;Sarco;6.6;16;16.02.2026
nicht eingesetzt;;Sarco;;15;16.02.2026
gespielt;1.0;Sarco;6.3;14;16.02.2026
nicht eingesetzt;;Sarco;;13;16.02.2026
nicht eingesetzt;;Sarco;;12;16.02.2026
nicht eingesetzt;;Sarco;;11;16.02.2026
gespielt;3.0;Sarco;6.8;10;16.02.2026
nicht eingesetzt;;Sarco;;9;16.02.2026
nicht eingesetzt;;Sarco;;8;16.02.2026
war auf Länderspielreise;;Sarco;;7;16.02.2026
nicht eingesetzt;;Sarco;;6;16.02.2026
nicht eingesetzt;;Sarco;;5;16.02.2026
nicht eingesetzt;;Sarco;;4;16.02.2026
nicht eingesetzt;;Sarco;;3;16.02.2026
nicht eingesetzt;;Sarco;;2;16.02.2026
nicht eingesetzt;;Sarco;;1;16.02.2026
gespielt;2.0;Scally;6.5;22;16.02.2026
gespielt;2.0;Scally;6.5;21;16.02.2026
gespielt;4.0;Scally;6.9;20;16.02.2026
gespielt;-7.0;Scally;4.7;19;16.02.2026
gespielt;4.0;Scally;7.0;18;16.02.2026
gespielt;-5.0;Scally;5.1;17;16.02.2026
gespielt;11.0;Scally;7.4;16;16.02.2026
gespielt;0.0;Scally;6.1;15;16.02.2026
war Gelb gesperrt;;Scally;;14;16.02.2026
gespielt;6.0;Scally;7.3;13;16.02.2026
gespielt;3.0;Scally;6.7;12;16.02.2026
gespielt;7.0;Scally;7.5;11;16.02.2026
gespielt;2.0;Scally;6.5;10;16.02.2026
gespielt;4.0;Scally;6.9;9;16.02.2026
gespielt;0.0;Scally;6.2;8;16.02.2026
gespielt;1.0;Scally;6.3;7;16.02.2026
gespielt;4.0;Scally;7.0;6;16.02.2026
gespielt;7.0;Scally;7.5;5;16.02.2026
gespielt;3.0;Scally;6.7;4;16.02.2026
nicht eingesetzt;;Scally;;3;16.02.2026
gespielt;2.0;Scally;6.6;2;16.02.2026
gespielt;6.0;Scally;7.3;1;16.02.2026
gespielt;3.0;Schäfer;6.7;22;16.02.2026
gespielt;1.0;Schäfer;6.4;21;16.02.2026
gespielt;3.0;Schäfer;6.8;20;16.02.2026
gespielt;0.0;Schäfer;6.2;19;16.02.2026
gespielt;1.0;Schäfer;6.4;18;16.02.2026
gespielt;3.0;Schäfer;6.7;17;16.02.2026
gespielt;3.0;Schäfer;6.8;16;16.02.2026
gespielt;10.0;Schäfer;7.3;15;16.02.2026
gespielt;2.0;Schäfer;6.6;14;16.02.2026
gespielt;1.0;Schäfer;6.3;13;16.02.2026
gespielt;1.0;Schäfer;6.4;12;16.02.2026
war im Aufbautraining;;Schäfer;;11;16.02.2026
gespielt;2.0;Schäfer;6.5;10;16.02.2026
gespielt;6.0;Schäfer;7.3;9;16.02.2026
gespielt;2.0;Schäfer;6.6;8;16.02.2026
nicht eingesetzt;;Schäfer;;7;16.02.2026
gespielt;3.0;Schäfer;6.7;6;16.02.2026
gespielt;2.0;Schäfer;6.5;5;16.02.2026
gespielt;2.0;Schäfer;6.5;4;16.02.2026
war im Aufbautraining;;Schäfer;;3;16.02.2026
nicht eingesetzt;;Schäfer;;2;16.02.2026
gespielt;2.0;Schäfer;6.5;1;16.02.2026
gespielt;0.0;Schenten;;22;16.02.2026
gespielt;2.0;Schenten;6.5;21;16.02.2026
nicht eingesetzt;;Schenten;;20;16.02.2026
gespielt;0.0;Schenten;;19;16.02.2026
nicht eingesetzt;;Schenten;;18;16.02.2026
gespielt;2.0;Schenten;6.5;17;16.02.2026
gespielt;3.0;Schenten;6.8;16;16.02.2026
nicht eingesetzt;;Schenten;;15;16.02.2026
nicht eingesetzt;;Schenten;;14;16.02.2026
nicht eingesetzt;;Schenten;;13;16.02.2026
nicht eingesetzt;;Schenten;;12;16.02.2026
nicht eingesetzt;;Schenten;;11;16.02.2026
nicht eingesetzt;;Schenten;;10;16.02.2026
nicht eingesetzt;;Schenten;;9;16.02.2026
nicht eingesetzt;;Schenten;;8;16.02.2026
nicht eingesetzt;;Schenten;;7;16.02.2026
nicht eingesetzt;;Schenten;;6;16.02.2026
nicht eingesetzt;;Schenten;;5;16.02.2026
nicht eingesetzt;;Schenten;;4;16.02.2026
nicht eingesetzt;;Schenten;;3;16.02.2026
nicht eingesetzt;;Schenten;;2;16.02.2026
nicht eingesetzt;;Schenten;;1;16.02.2026
gespielt;2.0;Scherhant;6.6;22;16.02.2026
gespielt;2.0;Scherhant;6.5;21;16.02.2026
gespielt;0.0;Scherhant;6.2;20;16.02.2026
gespielt;6.0;Scherhant;6.7;19;16.02.2026
gespielt;1.0;Scherhant;6.4;18;16.02.2026
gespielt;1.0;Scherhant;6.3;17;16.02.2026
nicht eingesetzt;;Scherhant;;16;16.02.2026
gespielt;9.0;Scherhant;7.3;15;16.02.2026
nicht eingesetzt;;Scherhant;;14;16.02.2026
gespielt;3.0;Scherhant;6.7;13;16.02.2026
gespielt;3.0;Scherhant;6.7;12;16.02.2026
gespielt;0.0;Scherhant;6.1;11;16.02.2026
gespielt;0.0;Scherhant;6.1;10;16.02.2026
gespielt;2.0;Scherhant;6.6;9;16.02.2026
gespielt;5.0;Scherhant;7.2;8;16.02.2026
gespielt;8.0;Scherhant;7.2;7;16.02.2026
gespielt;5.0;Scherhant;7.2;6;16.02.2026
gespielt;2.0;Scherhant;6.5;5;16.02.2026
gespielt;3.0;Scherhant;6.7;4;16.02.2026
gespielt;9.0;Scherhant;7.4;3;16.02.2026
nicht eingesetzt;;Scherhant;;2;16.02.2026
gespielt;1.0;Scherhant;6.3;1;16.02.2026
gespielt;9.0;Schick;7.4;22;16.02.2026
gespielt;2.0;Schick;6.5;21;16.02.2026
gespielt;2.0;Schick;6.6;20;16.02.2026
gespielt;6.0;Schick;7.3;19;16.02.2026
gespielt;-1.0;Schick;6.0;18;16.02.2026
nicht eingesetzt;;Schick;;16;16.02.2026
gespielt;7.0;Schick;7.0;15;16.02.2026
war im Aufbautraining;;Schick;;14;16.02.2026
gespielt;1.0;Schick;6.3;13;16.02.2026
gespielt;2.0;Schick;6.6;12;16.02.2026
gespielt;6.0;Schick;7.3;11;16.02.2026
gespielt;16.0;Schick;8.4;10;16.02.2026
gespielt;3.0;Schick;6.7;9;16.02.2026
gespielt;2.0;Schick;6.5;8;16.02.2026
war im Aufbautraining;;Schick;;7;16.02.2026
war verletzt;;Schick;;6;16.02.2026
gespielt;0.0;Schick;6.1;5;16.02.2026
gespielt;3.0;Schick;6.7;4;16.02.2026
gespielt;9.0;Schick;7.4;3;16.02.2026
gespielt;15.0;Schick;8.3;2;16.02.2026
gespielt;3.0;Schick;6.8;1;16.02.2026
gespielt;1.0;Schimmer;6.4;22;16.02.2026
gespielt;2.0;Schimmer;6.6;21;16.02.2026
gespielt;3.0;Schimmer;6.7;20;16.02.2026
gespielt;1.0;Schimmer;6.4;19;16.02.2026
gespielt;2.0;Schimmer;6.5;18;16.02.2026
gespielt;6.0;Schimmer;6.7;17;16.02.2026
gespielt;1.0;Schimmer;6.4;16;16.02.2026
gespielt;-1.0;Schimmer;5.9;15;16.02.2026
gespielt;5.0;Schimmer;7.1;14;16.02.2026
gespielt;9.0;Schimmer;7.3;13;16.02.2026
gespielt;8.0;Schimmer;7.2;12;16.02.2026
gespielt;3.0;Schimmer;6.7;11;16.02.2026
nicht eingesetzt;;Schimmer;;10;16.02.2026
gespielt;4.0;Schimmer;7.0;9;16.02.2026
gespielt;11.0;Schimmer;7.7;8;16.02.2026
gespielt;9.0;Schimmer;7.4;7;16.02.2026
gespielt;2.0;Schimmer;6.5;6;16.02.2026
nicht eingesetzt;;Schimmer;;5;16.02.2026
gespielt;1.0;Schimmer;6.4;4;16.02.2026
nicht eingesetzt;;Schimmer;;3;16.02.2026
nicht eingesetzt;;Schimmer;;2;16.02.2026
nicht eingesetzt;;Schimmer;;1;16.02.2026
gespielt;4.0;Schlager;7.0;22;16.02.2026
gespielt;8.0;Schlager;7.8;21;16.02.2026
gespielt;2.0;Schlager;6.6;20;16.02.2026
gespielt;5.0;Schlager;7.1;16;16.02.2026
gespielt;5.0;Schlager;7.1;19;16.02.2026
gespielt;2.0;Schlager;6.5;18;16.02.2026
gespielt;3.0;Schlager;6.7;17;16.02.2026
gespielt;11.0;Schlager;7.6;15;16.02.2026
gespielt;0.0;Schlager;6.2;14;16.02.2026
gespielt;4.0;Schlager;7.0;13;16.02.2026
gespielt;2.0;Schlager;6.6;12;16.02.2026
gespielt;9.0;Schlager;7.2;11;16.02.2026
nicht eingesetzt;;Schlager;;10;16.02.2026
gespielt;2.0;Schlager;6.6;9;16.02.2026
gespielt;2.0;Schlager;6.5;8;16.02.2026
gespielt;2.0;Schlager;6.5;7;16.02.2026
war im Aufbautraining;;Schlager;;6;16.02.2026
war im Aufbautraining;;Schlager;;5;16.02.2026
war verletzt;;Schlager;;4;16.02.2026
gespielt;3.0;Schlager;6.7;3;16.02.2026
gespielt;5.0;Schlager;7.2;2;16.02.2026
gespielt;2.0;Schlager;6.6;1;16.02.2026
nicht eingesetzt;;Schlich;;22;16.02.2026
nicht eingesetzt;;Schlich;;21;16.02.2026
nicht eingesetzt;;Schlich;;20;16.02.2026
nicht eingesetzt;;Schlich;;19;16.02.2026
nicht eingesetzt;;Schlich;;18;16.02.2026
nicht eingesetzt;;Schlich;;16;16.02.2026
nicht eingesetzt;;Schlich;;15;16.02.2026
nicht eingesetzt;;Schlich;;14;16.02.2026
nicht eingesetzt;;Schlich;;13;16.02.2026
nicht eingesetzt;;Schlich;;12;16.02.2026
nicht eingesetzt;;Schlich;;11;16.02.2026
nicht eingesetzt;;Schlich;;10;16.02.2026
nicht eingesetzt;;Schlich;;9;16.02.2026
nicht eingesetzt;;Schlich;;8;16.02.2026
nicht eingesetzt;;Schlich;;7;16.02.2026
nicht eingesetzt;;Schlich;;6;16.02.2026
nicht eingesetzt;;Schlich;;5;16.02.2026
nicht eingesetzt;;Schlich;;4;16.02.2026
nicht eingesetzt;;Schlich;;3;16.02.2026
nicht eingesetzt;;Schlich;;2;16.02.2026
nicht eingesetzt;;Schlich;;1;16.02.2026
nicht eingesetzt;;Schmetgens;;22;16.02.2026
nicht eingesetzt;;Schmetgens;;21;16.02.2026
nicht eingesetzt;;Schmetgens;;20;16.02.2026
nicht eingesetzt;;Schmetgens;;16;16.02.2026
nicht eingesetzt;;Schmetgens;;19;16.02.2026
nicht eingesetzt;;Schmetgens;;18;16.02.2026
nicht eingesetzt;;Schmetgens;;17;16.02.2026
nicht eingesetzt;;Schmetgens;;15;16.02.2026
nicht eingesetzt;;Schmetgens;;14;16.02.2026
nicht eingesetzt;;Schmetgens;;13;16.02.2026
nicht eingesetzt;;Schmetgens;;12;16.02.2026
nicht eingesetzt;;Schmetgens;;11;16.02.2026
nicht eingesetzt;;Schmetgens;;10;16.02.2026
nicht eingesetzt;;Schmetgens;;9;16.02.2026
nicht eingesetzt;;Schmetgens;;8;16.02.2026
nicht eingesetzt;;Schmetgens;;7;16.02.2026
nicht eingesetzt;;Schmetgens;;6;16.02.2026
