Status;Punkte;Spieler;Note;Spieltag;Datum
war im Aufbautraining;;Quansah;;7;16.02.2026
gespielt;7.0;Quansah;7.5;6;16.02.2026
gespielt;1.0;Quansah;6.4;5;16.02.2026
gespielt;4.0;Quansah;7.0;4;16.02.2026
gespielt;3.0;Quansah;6.7;3;16.02.2026
gespielt;3.0;Quansah;6.7;2;16.02.2026
gespielt;11.0;Quansah;7.4;1;16.02.2026
gespielt;8.0;Querfeld;7.1;22;16.02.2026
gespielt;10.0;Querfeld;7.6;21;16.02.2026
gespielt;2.0;Querfeld;6.6;20;16.02.2026
gespielt;4.0;Querfeld;6.9;19;16.02.2026
gespielt;5.0;Querfeld;7.1;18;16.02.2026
gespielt;4.0;Querfeld;7.0;17;16.02.2026
gespielt;3.0;Querfeld;6.7;16;16.02.2026
gespielt;8.0;Querfeld;7.8;15;16.02.2026
gespielt;6.0;Querfeld;7.4;14;16.02.2026
gespielt;8.0;Querfeld;7.7;13;16.02.2026
gespielt;-1.0;Querfeld;5.9;12;16.02.2026
gespielt;7.0;Querfeld;7.6;11;16.02.2026
gespielt;5.0;Querfeld;7.1;10;16.02.2026
gespielt;7.0;Querfeld;7.6;9;16.02.2026
gespielt;4.0;Querfeld;7.0;8;16.02.2026
gespielt;3.0;Querfeld;6.7;7;16.02.2026
gespielt;6.0;Querfeld;7.4;6;16.02.2026
gespielt;4.0;Querfeld;6.9;5;16.02.2026
gespielt;-1.0;Querfeld;6.0;4;16.02.2026
gespielt;0.0;Querfeld;6.2;3;16.02.2026
gespielt;6.0;Querfeld;7.4;2;16.02.2026
gespielt;4.0;Querfeld;6.9;1;16.02.2026
nicht eingesetzt;;Raab;;22;16.02.2026
nicht eingesetzt;;Raab;;21;16.02.2026
nicht eingesetzt;;Raab;;20;16.02.2026
nicht eingesetzt;;Raab;;19;16.02.2026
nicht eingesetzt;;Raab;;18;16.02.2026
nicht eingesetzt;;Raab;;17;16.02.2026
nicht eingesetzt;;Raab;;16;16.02.2026
nicht eingesetzt;;Raab;;15;16.02.2026
nicht eingesetzt;;Raab;;14;16.02.2026
nicht eingesetzt;;Raab;;13;16.02.2026
nicht eingesetzt;;Raab;;12;16.02.2026
nicht eingesetzt;;Raab;;11;16.02.2026
nicht eingesetzt;;Raab;;10;16.02.2026
nicht eingesetzt;;Raab;;9;16.02.2026
nicht eingesetzt;;Raab;;8;16.02.2026
nicht eingesetzt;;Raab;;7;16.02.2026
nicht eingesetzt;;Raab;;6;16.02.2026
nicht eingesetzt;;Raab;;5;16.02.2026
nicht eingesetzt;;Raab;;4;16.02.2026
nicht eingesetzt;;Raab;;3;16.02.2026
nicht eingesetzt;;Raab;;2;16.02.2026
nicht eingesetzt;;Raab;;1;16.02.2026
gespielt;3.0;Ramaj;6.7;22;16.02.2026
gespielt;2.0;Ramaj;6.5;21;16.02.2026
gespielt;0.0;Ramaj;6.2;20;16.02.2026
gespielt;1.0;Ramaj;6.4;19;16.02.2026
gespielt;4.0;Ramaj;6.9;18;16.02.2026
gespielt;0.0;Ramaj;6.2;17;16.02.2026
gespielt;8.0;Ramaj;7.8;16;16.02.2026
gespielt;5.0;Ramaj;7.1;15;16.02.2026
gespielt;1.0;Ramaj;6.3;14;16.02.2026
gespielt;4.0;Ramaj;6.9;13;16.02.2026
gespielt;4.0;Ramaj;6.9;12;16.02.2026
gespielt;1.0;Ramaj;6.3;11;16.02.2026
gespielt;-3.0;Ramaj;5.6;10;16.02.2026
gespielt;4.0;Ramaj;6.9;9;16.02.2026
gespielt;6.0;Ramaj;7.3;8;16.02.2026
gespielt;2.0;Ramaj;6.6;7;16.02.2026
gespielt;7.0;Ramaj;7.5;6;16.02.2026
gespielt;3.0;Ramaj;6.8;5;16.02.2026
gespielt;8.0;Ramaj;7.7;4;16.02.2026
gespielt;9.0;Ramaj;8.0;3;16.02.2026
gespielt;3.0;Ramaj;6.8;2;16.02.2026
gespielt;0.0;Ramaj;6.1;1;16.02.2026
war verletzt;;Raphaël Guerreiro;;22;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;21;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;20;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;19;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;18;16.02.2026
gespielt;2.0;Raphaël Guerreiro;6.6;17;16.02.2026
gespielt;9.0;Raphaël Guerreiro;7.0;16;16.02.2026
gespielt;4.0;Raphaël Guerreiro;7.0;15;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;14;16.02.2026
gespielt;2.0;Raphaël Guerreiro;6.5;13;16.02.2026
gespielt;11.0;Raphaël Guerreiro;7.4;12;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;11;16.02.2026
war verletzt;;Raphaël Guerreiro;;10;16.02.2026
gespielt;5.0;Raphaël Guerreiro;7.2;9;16.02.2026
gespielt;14.0;Raphaël Guerreiro;8.2;8;16.02.2026
war angeschlagen;;Raphaël Guerreiro;;7;16.02.2026
gespielt;4.0;Raphaël Guerreiro;7.0;6;16.02.2026
gespielt;3.0;Raphaël Guerreiro;6.7;5;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;4;16.02.2026
gespielt;2.0;Raphaël Guerreiro;6.5;3;16.02.2026
gespielt;3.0;Raphaël Guerreiro;6.8;2;16.02.2026
nicht eingesetzt;;Raphaël Guerreiro;;1;16.02.2026
gespielt;1.0;Rasmussen;6.4;22;16.02.2026
gespielt;3.0;Rasmussen;6.7;21;16.02.2026
gespielt;2.0;Rasmussen;6.6;20;16.02.2026
gespielt;2.0;Rasmussen;6.5;16;16.02.2026
nicht eingesetzt;;Rasmussen;;19;16.02.2026
nicht eingesetzt;;Rasmussen;;18;16.02.2026
nicht eingesetzt;;Rasmussen;;17;16.02.2026
nicht eingesetzt;;Rasmussen;;15;16.02.2026
nicht eingesetzt;;Rasmussen;;14;16.02.2026
nicht eingesetzt;;Rasmussen;;13;16.02.2026
nicht eingesetzt;;Rasmussen;;12;16.02.2026
nicht eingesetzt;;Rasmussen;;11;16.02.2026
nicht eingesetzt;;Rasmussen;;10;16.02.2026
nicht eingesetzt;;Rasmussen;;9;16.02.2026
nicht eingesetzt;;Rasmussen;;8;16.02.2026
nicht eingesetzt;;Rasmussen;;7;16.02.2026
nicht eingesetzt;;Rasmussen;;6;16.02.2026
nicht eingesetzt;;Rasmussen;;5;16.02.2026
nicht eingesetzt;;Rasmussen;;4;16.02.2026
nicht eingesetzt;;Rasmussen;;3;16.02.2026
nicht eingesetzt;;Rasmussen;;2;16.02.2026
nicht eingesetzt;;Rasmussen;;1;16.02.2026
war Gelb gesperrt;;Raum;;22;16.02.2026
gespielt;8.0;Raum;7.9;21;16.02.2026
gespielt;6.0;Raum;7.3;20;16.02.2026
gespielt;1.0;Raum;6.4;16;16.02.2026
gespielt;14.0;Raum;8.1;19;16.02.2026
gespielt;2.0;Raum;6.6;18;16.02.2026
gespielt;10.0;Raum;8.6;17;16.02.2026
gespielt;6.0;Raum;7.4;15;16.02.2026
gespielt;3.0;Raum;6.7;14;16.02.2026
gespielt;11.0;Raum;7.7;13;16.02.2026
gespielt;8.0;Raum;7.7;12;16.02.2026
gespielt;9.0;Raum;8.1;11;16.02.2026
gespielt;5.0;Raum;7.1;10;16.02.2026
gespielt;2.0;Raum;6.6;9;16.02.2026
gespielt;4.0;Raum;7.0;8;16.02.2026
gespielt;5.0;Raum;7.1;7;16.02.2026
gespielt;8.0;Raum;7.7;6;16.02.2026
gespielt;7.0;Raum;7.5;5;16.02.2026
gespielt;14.0;Raum;8.1;4;16.02.2026
gespielt;5.0;Raum;7.2;3;16.02.2026
gespielt;9.0;Raum;8.2;2;16.02.2026
gespielt;0.0;Raum;6.1;1;16.02.2026
gespielt;4.0;Reggiani;7.0;22;16.02.2026
gespielt;0.0;Reggiani;;21;16.02.2026
nicht eingesetzt;;Reggiani;;20;16.02.2026
nicht eingesetzt;;Reggiani;;19;16.02.2026
nicht eingesetzt;;Reggiani;;18;16.02.2026
nicht eingesetzt;;Reggiani;;17;16.02.2026
nicht eingesetzt;;Reggiani;;16;16.02.2026
nicht eingesetzt;;Reggiani;;15;16.02.2026
nicht eingesetzt;;Reggiani;;14;16.02.2026
nicht eingesetzt;;Reggiani;;13;16.02.2026
nicht eingesetzt;;Reggiani;;12;16.02.2026
nicht eingesetzt;;Reggiani;;11;16.02.2026
nicht eingesetzt;;Reggiani;;10;16.02.2026
nicht eingesetzt;;Reggiani;;9;16.02.2026
nicht eingesetzt;;Reggiani;;8;16.02.2026
nicht eingesetzt;;Reggiani;;7;16.02.2026
nicht eingesetzt;;Reggiani;;6;16.02.2026
nicht eingesetzt;;Reggiani;;5;16.02.2026
nicht eingesetzt;;Reggiani;;4;16.02.2026
nicht eingesetzt;;Reggiani;;3;16.02.2026
nicht eingesetzt;;Reggiani;;2;16.02.2026
nicht eingesetzt;;Reggiani;;1;16.02.2026
gespielt;0.0;Reitz;6.2;22;16.02.2026
gespielt;3.0;Reitz;6.8;21;16.02.2026
gespielt;2.0;Reitz;6.5;20;16.02.2026
gespielt;1.0;Reitz;6.3;19;16.02.2026
gespielt;4.0;Reitz;6.9;18;16.02.2026
gespielt;3.0;Reitz;6.7;17;16.02.2026
gespielt;2.0;Reitz;6.5;16;16.02.2026
gespielt;2.0;Reitz;6.5;15;16.02.2026
gespielt;6.0;Reitz;7.3;14;16.02.2026
gespielt;8.0;Reitz;7.7;13;16.02.2026
gespielt;4.0;Reitz;7.0;12;16.02.2026
gespielt;4.0;Reitz;6.9;11;16.02.2026
gespielt;4.0;Reitz;6.9;10;16.02.2026
gespielt;8.0;Reitz;7.7;9;16.02.2026
gespielt;4.0;Reitz;7.0;8;16.02.2026
gespielt;5.0;Reitz;7.2;7;16.02.2026
gespielt;4.0;Reitz;6.9;6;16.02.2026
gespielt;1.0;Reitz;6.3;5;16.02.2026
gespielt;4.0;Reitz;6.9;4;16.02.2026
gespielt;5.0;Reitz;7.1;3;16.02.2026
gespielt;4.0;Reitz;6.9;2;16.02.2026
gespielt;8.0;Reitz;7.7;1;16.02.2026
gespielt;3.0;Remberg;6.8;22;16.02.2026
gespielt;3.0;Remberg;6.7;21;16.02.2026
gespielt;6.0;Remberg;7.3;20;16.02.2026
gespielt;1.0;Remberg;6.3;19;16.02.2026
gespielt;7.0;Remberg;7.5;18;16.02.2026
gespielt;4.0;Remberg;7.0;16;16.02.2026
gespielt;4.0;Remberg;6.9;15;16.02.2026
war Gelb gesperrt;;Remberg;;14;16.02.2026
gespielt;4.0;Remberg;6.9;13;16.02.2026
gespielt;4.0;Remberg;7.0;12;16.02.2026
gespielt;5.0;Remberg;7.2;11;16.02.2026
gespielt;5.0;Remberg;7.2;10;16.02.2026
gespielt;1.0;Remberg;6.4;9;16.02.2026
gespielt;2.0;Remberg;6.6;8;16.02.2026
gespielt;3.0;Remberg;6.8;7;16.02.2026
gespielt;5.0;Remberg;7.1;6;16.02.2026
gespielt;8.0;Remberg;7.7;5;16.02.2026
gespielt;4.0;Remberg;7.0;4;16.02.2026
gespielt;2.0;Remberg;6.5;3;16.02.2026
gespielt;4.0;Remberg;7.0;2;16.02.2026
gespielt;4.0;Remberg;6.9;1;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;22;16.02.2026
gespielt;0.0;Rexhbeçaj;6.1;21;16.02.2026
gespielt;1.0;Rexhbeçaj;6.3;20;16.02.2026
gespielt;3.0;Rexhbeçaj;6.8;19;16.02.2026
gespielt;8.0;Rexhbeçaj;6.9;18;16.02.2026
gespielt;0.0;Rexhbeçaj;6.2;17;16.02.2026
nicht eingesetzt;;Rexhbeçaj;;16;16.02.2026
gespielt;5.0;Rexhbeçaj;7.1;15;16.02.2026
nicht eingesetzt;;Rexhbeçaj;;14;16.02.2026
gespielt;1.0;Rexhbeçaj;6.4;13;16.02.2026
gespielt;3.0;Rexhbeçaj;6.7;12;16.02.2026
gespielt;2.0;Rexhbeçaj;6.6;11;16.02.2026
gespielt;1.0;Rexhbeçaj;6.4;10;16.02.2026
gespielt;4.0;Rexhbeçaj;7.0;9;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;8;16.02.2026
war angeschlagen;;Rexhbeçaj;;7;16.02.2026
gespielt;2.0;Rexhbeçaj;6.6;6;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;5;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;4;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;3;16.02.2026
gespielt;2.0;Rexhbeçaj;6.5;2;16.02.2026
gespielt;3.0;Rexhbeçaj;6.7;1;16.02.2026
war im Aufbautraining;;Reyna;;22;16.02.2026
war im Aufbautraining;;Reyna;;21;16.02.2026
war im Aufbautraining;;Reyna;;20;16.02.2026
nicht eingesetzt;;Reyna;;19;16.02.2026
gespielt;2.0;Reyna;6.6;18;16.02.2026
nicht eingesetzt;;Reyna;;17;16.02.2026
gespielt;1.0;Reyna;6.3;16;16.02.2026
gespielt;2.0;Reyna;6.6;15;16.02.2026
gespielt;2.0;Reyna;6.5;14;16.02.2026
gespielt;5.0;Reyna;7.1;13;16.02.2026
gespielt;2.0;Reyna;6.6;12;16.02.2026
gespielt;4.0;Reyna;7.0;11;16.02.2026
gespielt;1.0;Reyna;6.4;10;16.02.2026
gespielt;4.0;Reyna;6.9;9;16.02.2026
gespielt;1.0;Reyna;6.4;8;16.02.2026
gespielt;0.0;Reyna;6.2;7;16.02.2026
war im Aufbautraining;;Reyna;;6;16.02.2026
war angeschlagen;;Reyna;;5;16.02.2026
gespielt;2.0;Reyna;6.6;4;16.02.2026
gespielt;3.0;Reyna;6.7;3;16.02.2026
nicht eingesetzt;;Reyna;;2;16.02.2026
nicht eingesetzt;;Reyna;;1;16.02.2026
gespielt;2.0;Ribeiro;6.5;22;16.02.2026
gespielt;5.0;Ribeiro;7.1;21;16.02.2026
nicht eingesetzt;;Ribeiro;;20;16.02.2026
nicht eingesetzt;;Ribeiro;;19;16.02.2026
nicht eingesetzt;;Ribeiro;;18;16.02.2026
nicht eingesetzt;;Ribeiro;;17;16.02.2026
nicht eingesetzt;;Ribeiro;;16;16.02.2026
nicht eingesetzt;;Ribeiro;;15;16.02.2026
nicht eingesetzt;;Ribeiro;;14;16.02.2026
nicht eingesetzt;;Ribeiro;;13;16.02.2026
nicht eingesetzt;;Ribeiro;;12;16.02.2026
nicht eingesetzt;;Ribeiro;;11;16.02.2026
nicht eingesetzt;;Ribeiro;;10;16.02.2026
nicht eingesetzt;;Ribeiro;;9;16.02.2026
nicht eingesetzt;;Ribeiro;;8;16.02.2026
nicht eingesetzt;;Ribeiro;;7;16.02.2026
nicht eingesetzt;;Ribeiro;;6;16.02.2026
nicht eingesetzt;;Ribeiro;;5;16.02.2026
nicht eingesetzt;;Ribeiro;;4;16.02.2026
nicht eingesetzt;;Ribeiro;;3;16.02.2026
nicht eingesetzt;;Ribeiro;;2;16.02.2026
nicht eingesetzt;;Ribeiro;;1;16.02.2026
gespielt;0.0;Rieder;;22;16.02.2026
gespielt;3.0;Rieder;6.7;21;16.02.2026
gespielt;1.0;Rieder;6.3;20;16.02.2026
gespielt;1.0;Rieder;6.3;19;16.02.2026
gespielt;3.0;Rieder;6.7;18;16.02.2026
gespielt;2.0;Rieder;6.6;17;16.02.2026
gespielt;1.0;Rieder;6.4;16;16.02.2026
gespielt;2.0;Rieder;6.6;15;16.02.2026
gespielt;3.0;Rieder;6.8;14;16.02.2026
gespielt;3.0;Rieder;6.7;13;16.02.2026
gespielt;4.0;Rieder;7.0;12;16.02.2026
gespielt;3.0;Rieder;6.7;11;16.02.2026
gespielt;11.0;Rieder;7.5;10;16.02.2026
gespielt;2.0;Rieder;6.5;9;16.02.2026
gespielt;1.0;Rieder;6.3;8;16.02.2026
gespielt;8.0;Rieder;7.1;7;16.02.2026
gespielt;6.0;Rieder;7.4;6;16.02.2026
gespielt;5.0;Rieder;7.1;5;16.02.2026
gespielt;4.0;Rieder;7.0;4;16.02.2026
gespielt;10.0;Rieder;7.3;3;16.02.2026
hat die Liga verlassen;;Rieder;;2;16.02.2026
hat die Liga verlassen;;Rieder;;1;16.02.2026
nicht eingesetzt;;Rieß;;22;16.02.2026
nicht eingesetzt;;Rieß;;21;16.02.2026
nicht eingesetzt;;Rieß;;20;16.02.2026
nicht eingesetzt;;Rieß;;19;16.02.2026
nicht eingesetzt;;Rieß;;18;16.02.2026
nicht eingesetzt;;Rieß;;17;16.02.2026
nicht eingesetzt;;Rieß;;16;16.02.2026
nicht eingesetzt;;Rieß;;15;16.02.2026
nicht eingesetzt;;Rieß;;14;16.02.2026
nicht eingesetzt;;Rieß;;13;16.02.2026
gespielt;4.0;Rieß;6.9;12;16.02.2026
nicht eingesetzt;;Rieß;;11;16.02.2026
nicht eingesetzt;;Rieß;;10;16.02.2026
nicht eingesetzt;;Rieß;;9;16.02.2026
nicht eingesetzt;;Rieß;;8;16.02.2026
gespielt;0.0;Rieß;6.1;7;16.02.2026
gespielt;3.0;Rieß;6.7;6;16.02.2026
gespielt;3.0;Rieß;6.7;5;16.02.2026
nicht eingesetzt;;Rieß;;4;16.02.2026
nicht eingesetzt;;Rieß;;3;16.02.2026
nicht eingesetzt;;Rieß;;2;16.02.2026
nicht eingesetzt;;Rieß;;1;16.02.2026
gespielt;3.0;Ritzka;6.8;22;16.02.2026
gespielt;0.0;Ritzka;;21;16.02.2026
nicht eingesetzt;;Ritzka;;20;16.02.2026
nicht eingesetzt;;Ritzka;;16;16.02.2026
nicht eingesetzt;;Ritzka;;19;16.02.2026
gespielt;3.0;Ritzka;6.7;18;16.02.2026
gespielt;1.0;Ritzka;6.4;17;16.02.2026
gespielt;2.0;Ritzka;6.6;15;16.02.2026
nicht eingesetzt;;Ritzka;;14;16.02.2026
nicht eingesetzt;;Ritzka;;13;16.02.2026
gespielt;0.0;Ritzka;6.2;12;16.02.2026
nicht eingesetzt;;Ritzka;;11;16.02.2026
nicht eingesetzt;;Ritzka;;10;16.02.2026
nicht eingesetzt;;Ritzka;;9;16.02.2026
nicht eingesetzt;;Ritzka;;8;16.02.2026
gespielt;2.0;Ritzka;6.6;7;16.02.2026
gespielt;2.0;Ritzka;6.5;6;16.02.2026
gespielt;0.0;Ritzka;6.2;5;16.02.2026
gespielt;3.0;Ritzka;6.7;4;16.02.2026
gespielt;3.0;Ritzka;6.7;3;16.02.2026
gespielt;3.0;Ritzka;6.7;2;16.02.2026
nicht eingesetzt;;Ritzka;;1;16.02.2026
nicht eingesetzt;;Robatsch;;22;16.02.2026
nicht eingesetzt;;Robatsch;;21;16.02.2026
nicht eingesetzt;;Robatsch;;20;16.02.2026
nicht eingesetzt;;Robatsch;;16;16.02.2026
nicht eingesetzt;;Robatsch;;19;16.02.2026
nicht eingesetzt;;Robatsch;;18;16.02.2026
nicht eingesetzt;;Robatsch;;17;16.02.2026
nicht eingesetzt;;Robatsch;;15;16.02.2026
nicht eingesetzt;;Robatsch;;14;16.02.2026
nicht eingesetzt;;Robatsch;;13;16.02.2026
nicht eingesetzt;;Robatsch;;12;16.02.2026
nicht eingesetzt;;Robatsch;;11;16.02.2026
nicht eingesetzt;;Robatsch;;10;16.02.2026
nicht eingesetzt;;Robatsch;;9;16.02.2026
nicht eingesetzt;;Robatsch;;8;16.02.2026
nicht eingesetzt;;Robatsch;;7;16.02.2026
nicht eingesetzt;;Robatsch;;6;16.02.2026
nicht eingesetzt;;Robatsch;;5;16.02.2026
nicht eingesetzt;;Robatsch;;4;16.02.2026
nicht eingesetzt;;Robatsch;;3;16.02.2026
nicht eingesetzt;;Robatsch;;2;16.02.2026
nicht eingesetzt;;Robatsch;;1;16.02.2026
war im Aufbautraining;;Rogério;;22;16.02.2026
war im Aufbautraining;;Rogério;;21;16.02.2026
war im Aufbautraining;;Rogério;;20;16.02.2026
war im Aufbautraining;;Rogério;;19;16.02.2026
war im Aufbautraining;;Rogério;;18;16.02.2026
war im Aufbautraining;;Rogério;;17;16.02.2026
war im Aufbautraining;;Rogério;;16;16.02.2026
war im Aufbautraining;;Rogério;;15;16.02.2026
war im Aufbautraining;;Rogério;;14;16.02.2026
war im Aufbautraining;;Rogério;;13;16.02.2026
war im Aufbautraining;;Rogério;;12;16.02.2026
war im Aufbautraining;;Rogério;;11;16.02.2026
war im Aufbautraining;;Rogério;;10;16.02.2026
war im Aufbautraining;;Rogério;;9;16.02.2026
war im Aufbautraining;;Rogério;;8;16.02.2026
war im Aufbautraining;;Rogério;;7;16.02.2026
war im Aufbautraining;;Rogério;;6;16.02.2026
war im Aufbautraining;;Rogério;;5;16.02.2026
war im Aufbautraining;;Rogério;;4;16.02.2026
war im Aufbautraining;;Rogério;;3;16.02.2026
war im Aufbautraining;;Rogério;;2;16.02.2026
war im Aufbautraining;;Rogério;;1;16.02.2026
gespielt;2.0;Rômulo;6.6;22;16.02.2026
gespielt;3.0;Rômulo;6.8;21;16.02.2026
gespielt;3.0;Rômulo;6.7;20;16.02.2026
gespielt;-1.0;Rômulo;6.0;16;16.02.2026
gespielt;3.0;Rômulo;6.7;19;16.02.2026
gespielt;10.0;Rômulo;7.6;18;16.02.2026
gespielt;7.0;Rômulo;6.9;17;16.02.2026
gespielt;2.0;Rômulo;6.6;15;16.02.2026
war im Aufbautraining;;Rômulo;;14;16.02.2026
war im Aufbautraining;;Rômulo;;13;16.02.2026
nicht eingesetzt;;Rômulo;;12;16.02.2026
war angeschlagen;;Rômulo;;11;16.02.2026
gespielt;4.0;Rômulo;7.0;10;16.02.2026
gespielt;11.0;Rômulo;7.8;9;16.02.2026
gespielt;12.0;Rômulo;8.2;8;16.02.2026
gespielt;4.0;Rômulo;7.0;7;16.02.2026
gespielt;1.0;Rômulo;6.4;6;16.02.2026
gespielt;-1.0;Rômulo;6.0;5;16.02.2026
gespielt;12.0;Rômulo;8.2;4;16.02.2026
gespielt;3.0;Rômulo;6.8;3;16.02.2026
gespielt;9.0;Rômulo;7.4;2;16.02.2026
gespielt;2.0;Rômulo;6.6;1;16.02.2026
gespielt;-2.0;Rönnow;5.8;22;16.02.2026
gespielt;1.0;Rönnow;6.4;21;16.02.2026
gespielt;0.0;Rönnow;6.2;20;16.02.2026
gespielt;-1.0;Rönnow;6.0;19;16.02.2026
gespielt;2.0;Rönnow;6.6;18;16.02.2026
gespielt;6.0;Rönnow;7.3;17;16.02.2026
gespielt;3.0;Rönnow;6.7;16;16.02.2026
gespielt;5.0;Rönnow;7.2;15;16.02.2026
gespielt;3.0;Rönnow;6.7;14;16.02.2026
gespielt;0.0;Rönnow;6.1;13;16.02.2026
gespielt;1.0;Rönnow;6.3;12;16.02.2026
gespielt;4.0;Rönnow;7.0;11;16.02.2026
gespielt;0.0;Rönnow;6.2;10;16.02.2026
gespielt;7.0;Rönnow;7.6;9;16.02.2026
gespielt;1.0;Rönnow;6.4;8;16.02.2026
gespielt;2.0;Rönnow;6.6;7;16.02.2026
gespielt;-3.0;Rönnow;5.6;6;16.02.2026
gespielt;9.0;Rönnow;8.1;5;16.02.2026
gespielt;6.0;Rönnow;7.4;4;16.02.2026
gespielt;1.0;Rönnow;6.3;3;16.02.2026
gespielt;2.0;Rönnow;6.5;2;16.02.2026
gespielt;8.0;Rönnow;7.9;1;16.02.2026
gespielt;0.0;Rosenfelder;6.1;22;16.02.2026
gespielt;6.0;Rosenfelder;7.4;21;16.02.2026
gespielt;2.0;Rosenfelder;6.6;20;16.02.2026
gespielt;0.0;Rosenfelder;6.1;19;16.02.2026
gespielt;3.0;Rosenfelder;6.7;18;16.02.2026
nicht eingesetzt;;Rosenfelder;;17;16.02.2026
nicht eingesetzt;;Rosenfelder;;16;16.02.2026
war im Aufbautraining;;Rosenfelder;;15;16.02.2026
war verletzt;;Rosenfelder;;14;16.02.2026
gespielt;-1.0;Rosenfelder;6.0;13;16.02.2026
gespielt;0.0;Rosenfelder;;12;16.02.2026
gespielt;-1.0;Rosenfelder;6.0;11;16.02.2026
gespielt;0.0;Rosenfelder;;10;16.02.2026
gespielt;4.0;Rosenfelder;6.9;9;16.02.2026
gespielt;2.0;Rosenfelder;6.6;8;16.02.2026
nicht eingesetzt;;Rosenfelder;;7;16.02.2026
nicht eingesetzt;;Rosenfelder;;6;16.02.2026
gespielt;1.0;Rosenfelder;6.4;5;16.02.2026
nicht eingesetzt;;Rosenfelder;;4;16.02.2026
nicht eingesetzt;;Rosenfelder;;3;16.02.2026
war angeschlagen;;Rosenfelder;;2;16.02.2026
war im Aufbautraining;;Rosenfelder;;1;16.02.2026
war im Aufbautraining;;Røssing-Lelesiit;;22;16.02.2026
war im Aufbautraining;;Røssing-Lelesiit;;21;16.02.2026
war verletzt;;Røssing-Lelesiit;;20;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.5;19;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.5;18;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.6;16;16.02.2026
war im Aufbautraining;;Røssing-Lelesiit;;15;16.02.2026
war verletzt;;Røssing-Lelesiit;;14;16.02.2026
war Gelb-Rot gesperrt;;Røssing-Lelesiit;;13;16.02.2026
gespielt;1.0;Røssing-Lelesiit;6.7;12;16.02.2026
gespielt;3.0;Røssing-Lelesiit;6.7;11;16.02.2026
nicht eingesetzt;;Røssing-Lelesiit;;10;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.6;9;16.02.2026
nicht eingesetzt;;Røssing-Lelesiit;;8;16.02.2026
nicht eingesetzt;;Røssing-Lelesiit;;7;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.5;6;16.02.2026
nicht eingesetzt;;Røssing-Lelesiit;;5;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.6;4;16.02.2026
gespielt;0.0;Røssing-Lelesiit;6.2;3;16.02.2026
gespielt;1.0;Røssing-Lelesiit;6.4;2;16.02.2026
gespielt;2.0;Røssing-Lelesiit;6.5;1;16.02.2026
war im Aufbautraining;;Rothe;;22;16.02.2026
war im Aufbautraining;;Rothe;;21;16.02.2026
war im Aufbautraining;;Rothe;;20;16.02.2026
war im Aufbautraining;;Rothe;;19;16.02.2026
war verletzt;;Rothe;;18;16.02.2026
war verletzt;;Rothe;;17;16.02.2026
war verletzt;;Rothe;;16;16.02.2026
nicht eingesetzt;;Rothe;;15;16.02.2026
nicht eingesetzt;;Rothe;;14;16.02.2026
gespielt;3.0;Rothe;6.8;13;16.02.2026
gespielt;0.0;Rothe;6.1;12;16.02.2026
gespielt;5.0;Rothe;7.2;11;16.02.2026
gespielt;3.0;Rothe;6.7;10;16.02.2026
gespielt;3.0;Rothe;6.8;9;16.02.2026
gespielt;1.0;Rothe;6.4;8;16.02.2026
gespielt;1.0;Rothe;6.3;7;16.02.2026
gespielt;2.0;Rothe;6.5;6;16.02.2026
gespielt;2.0;Rothe;6.5;5;16.02.2026
war Rot gesperrt;;Rothe;;4;16.02.2026
gespielt;3.0;Rothe;6.6;3;16.02.2026
gespielt;0.0;Rothe;6.1;2;16.02.2026
gespielt;3.0;Rothe;6.8;1;16.02.2026
nicht eingesetzt;;Rothweiler;;22;16.02.2026
nicht eingesetzt;;Rothweiler;;21;16.02.2026
war verletzt;;Rothweiler;;20;16.02.2026
nicht eingesetzt;;Rothweiler;;19;16.02.2026
nicht eingesetzt;;Rothweiler;;18;16.02.2026
nicht eingesetzt;;Rothweiler;;17;16.02.2026
nicht eingesetzt;;Rothweiler;;16;16.02.2026
war im Aufbautraining;;Rothweiler;;15;16.02.2026
nicht eingesetzt;;Rothweiler;;14;16.02.2026
nicht eingesetzt;;Rothweiler;;13;16.02.2026
nicht eingesetzt;;Rothweiler;;12;16.02.2026
nicht eingesetzt;;Rothweiler;;11;16.02.2026
