Spieler;Marktwert;Besitzer;TM_Stand
Sinani;6.980.000;Alfons;04.10.2025
J. Hofmann;3.050.000;Alfons;04.10.2025
Burger;3.190.000;Alfons;04.10.2025
Telle;180.000;Alfons;04.10.2025
Nsoki;640.000;Alfons;04.10.2025
Querfeld;2.710.000;Alfons;04.10.2025
Ginter;5.800.000;Alfons;04.10.2025
Kübler;3.160.000;Alfons;04.10.2025
Stage;7.980.000;Thomas;04.10.2025
Markgraf;170.000;Thomas;04.10.2025
Harder;8.170.000;Dominik;04.10.2025
Hajdari;2.600.000;Dominik;04.10.2025
Jóhannesson;4.150.000;Dominik;04.10.2025
Sano;7.690.000;Dominik;04.10.2025
Amenda;720.000;Dominik;04.10.2025
Mets;840.000;Dominik;04.10.2025
Lynen;2.860.000;Dominik;04.10.2025
Traoré;1.520.000;Dominik;04.10.2025
Pieringer;1.830.000;Dominik;04.10.2025
Chabot;6.040.000;Dominik;04.10.2025
Bischof;6.400.000;Dominik;04.10.2025
N. Schlotterbeck;10.020.000;Dominik;04.10.2025
Ritzka;1.260.000;Dominik;04.10.2025
Kobel;2.730.000;Dominik;04.10.2025
Süle;2.590.000;Dominik;04.10.2025
Irvine;3.430.000;Pascal;04.10.2025
Muheim;3.190.000;Nico;04.10.2025
Doekhi;3.760.000;Nico;04.10.2025
Trimmel;2.470.000;Nico;04.10.2025
Olise;20.460.000;Nico;04.10.2025
Höler;3.850.000;Nico;04.10.2025
Sabitzer;6.260.000;Nico;04.10.2025
Andrich;4.820.000;Nico;04.10.2025
B. Touré;5.170.000;Christoph;04.10.2025
Ilić;5.250.000;Christoph;04.10.2025
Nusa;8.090.000;Christoph;04.10.2025
Giannoulis;3.530.000;Christoph;04.10.2025
Lukeba;4.630.000;Christoph;04.10.2025
Atubolu;3.600.000;Christoph;04.10.2025
Leitsch;490.000;Christoph;04.10.2025
Mainka;3.560.000;Christoph;04.10.2025
Baumgartner;6.220.000;Christoph;04.10.2025
Upamecano;6.720.000;Christoph;04.10.2025
F. Müller;170.000;Christoph;04.10.2025
Amiri;11.220.000;Christoph;04.10.2025
Kohr;5.390.000;Christoph;04.10.2025
Diomande;6.830.000;Computer;04.10.2025
Ngoumou;330.000;Computer;04.10.2025
Král;1.130.000;Computer;04.10.2025
Hložek;1.130.000;Computer;04.10.2025
Weiser;690.000;Computer;04.10.2025
Harchaoui;170.000;Computer;04.10.2025
;;;04.10.2025
Essende;3.990.000;Dominik;04.10.2025
Belocian;530.000;Dominik;04.10.2025
;;;04.10.2025
;;;04.10.2025
;;;04.10.2025
Kainz;2.160.000;Pascal;04.10.2025
Klostermann;950.000;Pascal;04.10.2025
;;;04.10.2025
;;;05.10.2025
El Khannouss;12.980.000;Computer;05.10.2025
Schopp;210.000;Computer;05.10.2025
Gebel;160.000;Computer;05.10.2025
Petersson;160.000;Computer;05.10.2025
Omlin;300.000;Computer;05.10.2025
Skov;1.260.000;Computer;05.10.2025
Maina;2.370.000;Computer;05.10.2025
Kimmich;18.050.000;Computer;05.10.2025
Wind;3.800.000;Alfons;05.10.2025
Ginter;5.160.000;Alfons;05.10.2025
Remberg;4.340.000;Alfons;05.10.2025
Beck;1.740.000;Alfons;05.10.2025
Matanović;7.180.000;Alfons;05.10.2025
J. Hofmann;2.890.000;Alfons;05.10.2025
Nsoki;700.000;Alfons;05.10.2025
Kaufmann;3.380.000;Alfons;05.10.2025
Sinani;7.480.000;Alfons;05.10.2025
Herrmann;1.150.000;Alfons;05.10.2025
Querfeld;2.670.000;Alfons;05.10.2025
Philippe;4.110.000;Alfons;05.10.2025
Burger;2.960.000;Alfons;05.10.2025
Oppie;2.510.000;Thomas;05.10.2025
Demirović;11.990.000;Thomas;05.10.2025
Laimer;8.330.000;Thomas;05.10.2025
Stage;7.990.000;Thomas;05.10.2025
Markgraf;170.000;Thomas;05.10.2025
Mainka;3.170.000;Christoph;05.10.2025
Amiri;11.880.000;Christoph;05.10.2025
Giannoulis;3.390.000;Christoph;05.10.2025
Hajdari;2.530.000;Dominik;05.10.2025
Jóhannesson;4.210.000;Dominik;05.10.2025
Essende;3.840.000;Dominik;05.10.2025
Belocian;740.000;Dominik;05.10.2025
Mets;810.000;Dominik;05.10.2025
Lynen;2.950.000;Dominik;05.10.2025
Traoré;1.580.000;Dominik;05.10.2025
Pieringer;1.930.000;Dominik;05.10.2025
Chabot;6.400.000;Dominik;05.10.2025
Bischof;6.320.000;Dominik;05.10.2025
N. Schlotterbeck;10.220.000;Dominik;05.10.2025
Ritzka;1.230.000;Dominik;05.10.2025
Kobel;2.630.000;Dominik;05.10.2025
Süle;2.810.000;Dominik;05.10.2025
Muheim;2.860.000;Nico;05.10.2025
Olise;19.630.000;Nico;05.10.2025
Trimmel;2.350.000;Nico;05.10.2025
Höler;3.740.000;Nico;05.10.2025
Sabitzer;6.370.000;Nico;05.10.2025
Andrich;4.710.000;Nico;05.10.2025
Kainz;1.990.000;Pascal;05.10.2025
Klostermann;910.000;Pascal;05.10.2025
Nusa;8.230.000;Christoph;05.10.2025
Weiper;3.430.000;Computer;05.10.2025
Pervan;160.000;Computer;05.10.2025
Bärtl;160.000;Computer;05.10.2025
Hranáč;2.220.000;Computer;05.10.2025
Hübers;3.170.000;Alfons;05.10.2025
Martel;5.370.000;Alfons;05.10.2025
Nebel;9.710.000;Alfons;05.10.2025
Gulácsi;2.450.000;Alfons;05.10.2025
Asllani;14.200.000;Alfons;05.10.2025
Nicolas;2.330.000;Thomas;05.10.2025
Wahl;4.410.000;Thomas;05.10.2025
Grimaldo;14.570.000;Thomas;05.10.2025
M. Eggestein;5.810.000;Thomas;05.10.2025
Kane;27.870.000;Thomas;05.10.2025
Amoura;12.220.000;Thomas;05.10.2025
Saliakas;2.630.000;Nico;05.10.2025
Zentner;2.100.000;Nico;05.10.2025
H. Behrens;170.000;Nico;05.10.2025
Glatzel;1.850.000;Nico;05.10.2025
Gharbi;870.000;Computer;05.10.2025
Masanka Bungi;180.000;Computer;05.10.2025
Burkardt;12.990.000;Computer;05.10.2025
Kübler;3.080.000;Alfons;05.10.2025
;;;05.10.2025
;;;05.10.2025
;;;05.10.2025
;;;05.10.2025
;;;05.10.2025
Doekhi;3.530.000;Nico;05.10.2025
;;;05.10.2025
;;;05.10.2025
B. Touré;4.690.000;Christoph;05.10.2025
Ilić;5.360.000;Christoph;05.10.2025
Lukeba;4.740.000;Christoph;05.10.2025
Atubolu;3.710.000;Christoph;05.10.2025
Baumgartner;6.790.000;Christoph;05.10.2025
Upamecano;7.190.000;Christoph;05.10.2025
F. Müller;170.000;Christoph;05.10.2025
Kohr;5.450.000;Christoph;05.10.2025
Sano;7.580.000;Dominik;05.10.2025
Amenda;680.000;Dominik;05.10.2025
Makengo;2.280.000;Dominik;05.10.2025
Beck;1.740.000;Dominik;05.10.2025
Mwene;2.760.000;Dominik;05.10.2025
;;;06.10.2025
van den Berg;1.520.000;Computer;06.10.2025
Chukwuemeka;6.020.000;Computer;06.10.2025
Adeyemi;14.600.000;Computer;06.10.2025
Henrichs;1.490.000;Computer;06.10.2025
Stöger;5.500.000;Andreas;06.10.2025
Diomande;6.890.000;Alfons;06.10.2025
Gulácsi;2.440.000;Alfons;06.10.2025
Kübler;2.960.000;Alfons;06.10.2025
Hübers;3.420.000;Alfons;06.10.2025
Martel;5.440.000;Alfons;06.10.2025
Nebel;9.340.000;Alfons;06.10.2025
Asllani;13.900.000;Alfons;06.10.2025
M. Eggestein;5.670.000;Thomas;06.10.2025
Nicolas;2.450.000;Thomas;06.10.2025
Wahl;4.610.000;Thomas;06.10.2025
Kane;27.870.000;Thomas;06.10.2025
Demirović;10.930.000;Thomas;06.10.2025
Amoura;12.330.000;Thomas;06.10.2025
Hajdari;2.390.000;Dominik;06.10.2025
Jóhannesson;4.840.000;Dominik;06.10.2025
Sano;7.360.000;Dominik;06.10.2025
Essende;3.890.000;Dominik;06.10.2025
Belocian;750.000;Dominik;06.10.2025
Amenda;640.000;Dominik;06.10.2025
Mets;760.000;Dominik;06.10.2025
Lynen;3.240.000;Dominik;06.10.2025
Beck;1.790.000;Dominik;06.10.2025
Pieringer;2.200.000;Dominik;06.10.2025
Chabot;6.620.000;Dominik;06.10.2025
Bischof;6.220.000;Dominik;06.10.2025
N. Schlotterbeck;10.370.000;Dominik;06.10.2025
Kobel;2.830.000;Dominik;06.10.2025
Mwene;2.790.000;Dominik;06.10.2025
Süle;2.990.000;Dominik;06.10.2025
B. Touré;4.960.000;Christoph;06.10.2025
Ilić;5.310.000;Christoph;06.10.2025
Nusa;8.420.000;Christoph;06.10.2025
Giannoulis;3.250.000;Christoph;06.10.2025
Lukeba;4.810.000;Christoph;06.10.2025
Atubolu;3.700.000;Christoph;06.10.2025
Mainka;3.420.000;Christoph;06.10.2025
Baumgartner;7.640.000;Christoph;06.10.2025
Upamecano;7.260.000;Christoph;06.10.2025
F. Müller;170.000;Christoph;06.10.2025
Amiri;12.110.000;Christoph;06.10.2025
Kohr;5.570.000;Christoph;06.10.2025
Doekhi;3.210.000;Nico;06.10.2025
Olise;19.630.000;Nico;06.10.2025
Zentner;2.070.000;Nico;06.10.2025
El Khannouss;14.290.000;Computer;06.10.2025
Schopp;200.000;Computer;06.10.2025
Gebel;160.000;Computer;06.10.2025
Petersson;160.000;Computer;06.10.2025
Omlin;320.000;Computer;06.10.2025
Skov;1.260.000;Computer;06.10.2025
Maina;2.310.000;Computer;06.10.2025
Kimmich;18.210.000;Computer;06.10.2025
Wind;3.900.000;Alfons;06.10.2025
Ginter;5.030.000;Alfons;06.10.2025
Remberg;4.340.000;Alfons;06.10.2025
Matanović;7.200.000;Alfons;06.10.2025
J. Hofmann;2.810.000;Alfons;06.10.2025
Nsoki;680.000;Alfons;06.10.2025
Kaufmann;3.530.000;Alfons;06.10.2025
Sinani;7.480.000;Alfons;06.10.2025
Herrmann;1.240.000;Alfons;06.10.2025
Querfeld;2.820.000;Alfons;06.10.2025
Philippe;4.720.000;Alfons;06.10.2025
Oppie;2.650.000;Thomas;06.10.2025
Laimer;8.280.000;Thomas;06.10.2025
Stage;8.070.000;Thomas;06.10.2025
Markgraf;170.000;Thomas;06.10.2025
Muheim;2.800.000;Nico;06.10.2025
Trimmel;2.350.000;Nico;06.10.2025
Höler;3.700.000;Nico;06.10.2025
Sabitzer;6.490.000;Nico;06.10.2025
Andrich;4.750.000;Nico;06.10.2025
Kainz;1.860.000;Pascal;06.10.2025
Klostermann;910.000;Pascal;06.10.2025
Weiper;3.200.000;Computer;06.10.2025
Pervan;160.000;Computer;06.10.2025
Bärtl;160.000;Computer;06.10.2025
;;;06.10.2025
Glatzel;1.730.000;Nico;06.10.2025
Grimaldo;14.820.000;Thomas;06.10.2025
;;;06.10.2025
Hranáč;2.360.000;Dominik;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;06.10.2025
;;;07.10.2025
Rômulo;13.450.000;Computer;07.10.2025
Hendriks;2.120.000;Computer;07.10.2025
Caci;2.160.000;Computer;07.10.2025
Grahl;160.000;Computer;07.10.2025
Kabar;230.000;Computer;07.10.2025
D. Klein;160.000;Computer;07.10.2025
Querfeld;2.850.000;Alfons;07.10.2025
Nsoki;650.000;Alfons;07.10.2025
Remberg;4.380.000;Alfons;07.10.2025
J. Hofmann;2.580.000;Alfons;07.10.2025
Sinani;7.940.000;Alfons;07.10.2025
Philippe;5.240.000;Alfons;07.10.2025
Kaufmann;3.500.000;Alfons;07.10.2025
Diomande;6.990.000;Alfons;07.10.2025
Herrmann;1.190.000;Alfons;07.10.2025
Oppie;2.630.000;Thomas;07.10.2025
Stage;8.480.000;Thomas;07.10.2025
Laimer;7.550.000;Thomas;07.10.2025
Giannoulis;2.990.000;Christoph;07.10.2025
Ilić;5.340.000;Christoph;07.10.2025
Kohr;4.990.000;Christoph;07.10.2025
Upamecano;7.470.000;Christoph;07.10.2025
Jóhannesson;4.930.000;Dominik;07.10.2025
Hranáč;2.380.000;Dominik;07.10.2025
Belocian;860.000;Dominik;07.10.2025
Amenda;600.000;Dominik;07.10.2025
Mets;720.000;Dominik;07.10.2025
Lynen;3.240.000;Dominik;07.10.2025
Pieringer;2.360.000;Dominik;07.10.2025
Chabot;6.800.000;Dominik;07.10.2025
Bischof;5.650.000;Dominik;07.10.2025
Kobel;2.630.000;Dominik;07.10.2025
Süle;2.990.000;Dominik;07.10.2025
Glatzel;1.600.000;Nico;07.10.2025
Grimaldo;13.860.000;Thomas;07.10.2025
van den Berg;1.570.000;Computer;07.10.2025
Chukwuemeka;5.980.000;Computer;07.10.2025
Adeyemi;13.610.000;Computer;07.10.2025
Henrichs;1.500.000;Computer;07.10.2025
Stöger;5.150.000;Andreas;07.10.2025
Gulácsi;2.520.000;Alfons;07.10.2025
Kübler;3.210.000;Alfons;07.10.2025
Hübers;3.480.000;Alfons;07.10.2025
Martel;4.890.000;Alfons;07.10.2025
Nebel;10.260.000;Alfons;07.10.2025
Asllani;13.960.000;Alfons;07.10.2025
M. Eggestein;5.730.000;Thomas;07.10.2025
Nicolas;2.330.000;Thomas;07.10.2025
Wahl;4.770.000;Thomas;07.10.2025
Kane;28.720.000;Thomas;07.10.2025
Amoura;12.510.000;Thomas;07.10.2025
B. Touré;5.010.000;Christoph;07.10.2025
Nusa;8.530.000;Christoph;07.10.2025
Lukeba;4.890.000;Christoph;07.10.2025
Atubolu;3.800.000;Christoph;07.10.2025
Mainka;3.520.000;Christoph;07.10.2025
Baumgartner;7.870.000;Christoph;07.10.2025
Amiri;12.360.000;Christoph;07.10.2025
Doekhi;2.910.000;Nico;07.10.2025
Olise;20.820.000;Nico;07.10.2025
Zentner;1.880.000;Nico;07.10.2025
Schopp;190.000;Computer;07.10.2025
Gebel;160.000;Computer;07.10.2025
Petersson;160.000;Computer;07.10.2025
Omlin;310.000;Computer;07.10.2025
Maina;2.230.000;Computer;07.10.2025
;;;07.10.2025
;;;07.10.2025
;;;07.10.2025
;;;07.10.2025
Terrier;1.640.000;Andreas;07.10.2025
;;;07.10.2025
;;;07.10.2025
Skov;1.260.000;Christoph;07.10.2025
;;;07.10.2025
;;;07.10.2025
;;;07.10.2025
El Khannouss;15.010.000;Dominik;07.10.2025
Essende;3.840.000;Dominik;07.10.2025
Beck;1.680.000;Dominik;07.10.2025
N. Schlotterbeck;10.810.000;Dominik;07.10.2025
Kimmich;18.720.000;Dominik;07.10.2025
;;;08.10.2025
Ben Seghir;9.240.000;Computer;08.10.2025
Uzun;17.160.000;Computer;08.10.2025
Tah;8.840.000;Computer;08.10.2025
Kiala;180.000;Computer;08.10.2025
Seiwald;6.570.000;Computer;08.10.2025
Ngankam;170.000;Computer;08.10.2025
Schick;15.880.000;Computer;08.10.2025
Philippe;5.920.000;Alfons;08.10.2025
Asllani;13.760.000;Alfons;08.10.2025
Nebel;10.460.000;Alfons;08.10.2025
Martel;5.230.000;Alfons;08.10.2025
Hübers;3.550.000;Alfons;08.10.2025
Ginter;4.730.000;Alfons;08.10.2025
Kübler;3.170.000;Alfons;08.10.2025
Gulácsi;2.430.000;Alfons;08.10.2025
Stage;8.500.000;Thomas;08.10.2025
Amoura;12.690.000;Thomas;08.10.2025
Kane;29.520.000;Thomas;08.10.2025
Nicolas;2.170.000;Thomas;08.10.2025
M. Eggestein;5.660.000;Thomas;08.10.2025
Wahl;4.770.000;Thomas;08.10.2025
El Khannouss;15.660.000;Dominik;08.10.2025
Jóhannesson;5.040.000;Dominik;08.10.2025
Hranáč;2.400.000;Dominik;08.10.2025
Essende;3.770.000;Dominik;08.10.2025
Belocian;940.000;Dominik;08.10.2025
Amenda;590.000;Dominik;08.10.2025
Mets;670.000;Dominik;08.10.2025
Lynen;3.030.000;Dominik;08.10.2025
Beck;1.650.000;Dominik;08.10.2025
Pieringer;2.460.000;Dominik;08.10.2025
Chabot;7.030.000;Dominik;08.10.2025
Bischof;5.190.000;Dominik;08.10.2025
N. Schlotterbeck;10.150.000;Dominik;08.10.2025
Kobel;2.660.000;Dominik;08.10.2025
Kimmich;17.930.000;Dominik;08.10.2025
Skov;1.310.000;Christoph;08.10.2025
Terrier;1.750.000;Andreas;08.10.2025
Rômulo;13.920.000;Computer;08.10.2025
Hendriks;1.970.000;Computer;08.10.2025
Caci;2.170.000;Computer;08.10.2025
Grahl;160.000;Computer;08.10.2025
Kabar;220.000;Computer;08.10.2025
D. Klein;160.000;Computer;08.10.2025
Querfeld;2.920.000;Alfons;08.10.2025
Nsoki;610.000;Alfons;08.10.2025
Remberg;4.620.000;Alfons;08.10.2025
J. Hofmann;2.400.000;Alfons;08.10.2025
Sinani;8.290.000;Alfons;08.10.2025
Kaufmann;3.500.000;Alfons;08.10.2025
Diomande;7.020.000;Alfons;08.10.2025
Herrmann;1.260.000;Alfons;08.10.2025
Oppie;2.720.000;Thomas;08.10.2025
Laimer;7.660.000;Thomas;08.10.2025
Giannoulis;2.910.000;Christoph;08.10.2025
Ilić;5.220.000;Christoph;08.10.2025
Kohr;4.560.000;Christoph;08.10.2025
Upamecano;7.580.000;Christoph;08.10.2025
Glatzel;1.730.000;Nico;08.10.2025
Grimaldo;13.860.000;Thomas;08.10.2025
Chukwuemeka;5.800.000;Computer;08.10.2025
Adeyemi;13.130.000;Computer;08.10.2025
Nusa;8.510.000;Christoph;08.10.2025
Henrichs;1.520.000;Dominik;08.10.2025
Süle;3.180.000;Dominik;08.10.2025
Baumgartner;8.080.000;Christoph;08.10.2025
Backhaus;1.630.000;Computer;09.10.2025
Zetterer;1.540.000;Computer;09.10.2025
Smarkalev;160.000;Computer;09.10.2025
Gulácsi;2.420.000;Alfons;09.10.2025
Kübler;3.160.000;Alfons;09.10.2025
Philippe;6.490.000;Alfons;09.10.2025
Querfeld;3.020.000;Alfons;09.10.2025
van den Berg;1.640.000;Alfons;09.10.2025
Nsoki;580.000;Alfons;09.10.2025
Remberg;4.790.000;Alfons;09.10.2025
Sinani;8.310.000;Alfons;09.10.2025
Kaufmann;3.570.000;Alfons;09.10.2025
Herrmann;1.200.000;Alfons;09.10.2025
Laimer;7.320.000;Thomas;09.10.2025
Oppie;2.830.000;Thomas;09.10.2025
Grimaldo;14.340.000;Thomas;09.10.2025
Baumgartner;8.180.000;Christoph;09.10.2025
El Khannouss;15.830.000;Dominik;09.10.2025
Jóhannesson;5.200.000;Dominik;09.10.2025
Hranáč;2.320.000;Dominik;09.10.2025
Essende;3.730.000;Dominik;09.10.2025
Belocian;1.030.000;Dominik;09.10.2025
Amenda;570.000;Dominik;09.10.2025
Mets;650.000;Dominik;09.10.2025
Lynen;3.110.000;Dominik;09.10.2025
Beck;1.590.000;Dominik;09.10.2025
Pieringer;2.610.000;Dominik;09.10.2025
Chabot;7.180.000;Dominik;09.10.2025
Bischof;4.730.000;Dominik;09.10.2025
N. Schlotterbeck;10.240.000;Dominik;09.10.2025
Kobel;2.490.000;Dominik;09.10.2025
Henrichs;1.520.000;Dominik;09.10.2025
Kimmich;17.510.000;Dominik;09.10.2025
Süle;3.380.000;Dominik;09.10.2025
Ben Seghir;9.080.000;Computer;09.10.2025
Uzun;17.010.000;Computer;09.10.2025
Tah;9.180.000;Computer;09.10.2025
Kiala;200.000;Computer;09.10.2025
Seiwald;6.250.000;Computer;09.10.2025
Ngankam;160.000;Computer;09.10.2025
Schick;15.860.000;Computer;09.10.2025
Asllani;13.760.000;Alfons;09.10.2025
Nebel;9.350.000;Alfons;09.10.2025
Martel;5.360.000;Alfons;09.10.2025
Hübers;3.430.000;Alfons;09.10.2025
Ginter;4.210.000;Alfons;09.10.2025
Stage;8.620.000;Thomas;09.10.2025
Amoura;12.860.000;Thomas;09.10.2025
Kane;29.150.000;Thomas;09.10.2025
Nicolas;2.110.000;Thomas;09.10.2025
M. Eggestein;5.520.000;Thomas;09.10.2025
Wahl;4.780.000;Thomas;09.10.2025
Skov;1.390.000;Christoph;09.10.2025
Terrier;1.840.000;Andreas;09.10.2025
Hendriks;1.850.000;Computer;09.10.2025
Caci;2.020.000;Computer;09.10.2025
Grahl;160.000;Computer;09.10.2025
Kabar;210.000;Computer;09.10.2025
D. Klein;160.000;Computer;09.10.2025
Lukeba;5.000.000;Christoph;09.10.2025
;;;09.10.2025
Ilić;5.510.000;Christoph;09.10.2025
Kohr;4.380.000;Christoph;09.10.2025
;;;10.10.2025
Fujita;3.300.000;Computer;10.10.2025
Jeltsch;3.310.000;Computer;10.10.2025
Beier;7.070.000;Computer;10.10.2025
Jatta;340.000;Computer;10.10.2025
Meiser;160.000;Computer;10.10.2025
Ouédraogo;6.340.000;Computer;10.10.2025
Scherhant;3.550.000;Computer;10.10.2025
Bauer;170.000;Computer;10.10.2025
Nicolas;2.110.000;Thomas;10.10.2025
Wahl;4.850.000;Thomas;10.10.2025
Grimaldo;13.550.000;Thomas;10.10.2025
Stage;8.700.000;Thomas;10.10.2025
M. Eggestein;5.620.000;Thomas;10.10.2025
Kane;29.910.000;Thomas;10.10.2025
Amoura;12.950.000;Thomas;10.10.2025
Ilić;5.530.000;Christoph;10.10.2025
Kohr;3.960.000;Christoph;10.10.2025
Belocian;1.130.000;Dominik;10.10.2025
Mets;650.000;Dominik;10.10.2025
Pieringer;2.610.000;Dominik;10.10.2025
Chabot;7.270.000;Dominik;10.10.2025
Bischof;4.770.000;Dominik;10.10.2025
N. Schlotterbeck;10.010.000;Dominik;10.10.2025
Kobel;2.570.000;Dominik;10.10.2025
Henrichs;1.550.000;Dominik;10.10.2025
Kimmich;17.580.000;Dominik;10.10.2025
Süle;3.430.000;Dominik;10.10.2025
van den Berg;1.640.000;Alfons;10.10.2025
Ginter;4.090.000;Alfons;10.10.2025
Hübers;3.380.000;Alfons;10.10.2025
Remberg;4.840.000;Alfons;10.10.2025
Martel;5.360.000;Alfons;10.10.2025
Nebel;9.300.000;Alfons;10.10.2025
Asllani;14.150.000;Alfons;10.10.2025
Philippe;6.990.000;Alfons;10.10.2025
Lukeba;5.080.000;Christoph;10.10.2025
Skov;1.480.000;Christoph;10.10.2025
Baumgartner;8.310.000;Christoph;10.10.2025
Backhaus;1.550.000;Computer;10.10.2025
Zetterer;1.440.000;Computer;10.10.2025
Smarkalev;160.000;Computer;10.10.2025
Gulácsi;2.660.000;Alfons;10.10.2025
Kübler;3.020.000;Alfons;10.10.2025
Querfeld;3.190.000;Alfons;10.10.2025
Nsoki;630.000;Alfons;10.10.2025
Sinani;8.360.000;Alfons;10.10.2025
Kaufmann;3.630.000;Alfons;10.10.2025
Herrmann;1.400.000;Alfons;10.10.2025
Laimer;7.630.000;Thomas;10.10.2025
Oppie;2.900.000;Thomas;10.10.2025
Ben Seghir;8.570.000;Computer;10.10.2025
Uzun;17.440.000;Computer;10.10.2025
Seiwald;6.360.000;Computer;10.10.2025
Ngankam;170.000;Computer;10.10.2025
Terrier;1.940.000;Andreas;10.10.2025
;;;10.10.2025
Tah;8.540.000;Thomas;10.10.2025
;;;10.10.2025
;;;10.10.2025
Jóhannesson;5.410.000;Dominik;10.10.2025
Beck;1.570.000;Dominik;10.10.2025
Hajdari;2.170.000;Computer;11.10.2025
Chukwuemeka;5.180.000;Computer;11.10.2025
Meyer;180.000;Computer;11.10.2025
Vasilj;3.130.000;Computer;11.10.2025
Adeyemi;13.590.000;Computer;11.10.2025
Herrmann;1.400.000;Alfons;11.10.2025
Kaufmann;3.530.000;Alfons;11.10.2025
Schick;16.460.000;Alfons;11.10.2025
Philippe;8.030.000;Alfons;11.10.2025
Sinani;8.000.000;Alfons;11.10.2025
Martel;5.030.000;Alfons;11.10.2025
Remberg;5.040.000;Alfons;11.10.2025
Kiala;440.000;Alfons;11.10.2025
Nsoki;610.000;Alfons;11.10.2025
Querfeld;3.030.000;Alfons;11.10.2025
Kübler;3.100.000;Alfons;11.10.2025
Gulácsi;2.610.000;Alfons;11.10.2025
Grimaldo;12.610.000;Thomas;11.10.2025
Stage;8.760.000;Thomas;11.10.2025
Wahl;4.670.000;Thomas;11.10.2025
Oppie;2.860.000;Thomas;11.10.2025
Laimer;7.700.000;Thomas;11.10.2025
Jóhannesson;5.460.000;Dominik;11.10.2025
Belocian;1.320.000;Dominik;11.10.2025
Mets;610.000;Dominik;11.10.2025
Beck;1.480.000;Dominik;11.10.2025
Pieringer;2.700.000;Dominik;11.10.2025
Chabot;7.210.000;Dominik;11.10.2025
Bischof;4.490.000;Dominik;11.10.2025
N. Schlotterbeck;10.370.000;Dominik;11.10.2025
Kobel;2.540.000;Dominik;11.10.2025
Henrichs;1.580.000;Dominik;11.10.2025
Kimmich;17.150.000;Dominik;11.10.2025
Süle;3.500.000;Dominik;11.10.2025
Skov;1.450.000;Christoph;11.10.2025
Tah;8.470.000;Thomas;11.10.2025
Fujita;3.100.000;Computer;11.10.2025
Jeltsch;3.120.000;Computer;11.10.2025
Beier;6.780.000;Computer;11.10.2025
Jatta;320.000;Computer;11.10.2025
Meiser;170.000;Computer;11.10.2025
Ouédraogo;6.500.000;Computer;11.10.2025
Scherhant;3.430.000;Computer;11.10.2025
Bauer;170.000;Computer;11.10.2025
Nicolas;1.950.000;Thomas;11.10.2025
M. Eggestein;5.640.000;Thomas;11.10.2025
Kane;31.210.000;Thomas;11.10.2025
Amoura;13.020.000;Thomas;11.10.2025
Ilić;5.130.000;Christoph;11.10.2025
Kohr;3.750.000;Christoph;11.10.2025
van den Berg;1.660.000;Alfons;11.10.2025
Ginter;4.070.000;Alfons;11.10.2025
Hübers;3.200.000;Alfons;11.10.2025
Nebel;8.930.000;Alfons;11.10.2025
Asllani;14.810.000;Alfons;11.10.2025
Lukeba;5.170.000;Christoph;11.10.2025
Baumgartner;8.510.000;Christoph;11.10.2025
Zetterer;1.300.000;Computer;11.10.2025
Smarkalev;160.000;Computer;11.10.2025
Uzun;17.500.000;Thomas;11.10.2025
;;;12.10.2025
Bauer;170.000;Andreas;12.10.2025
Meiser;170.000;Andreas;12.10.2025
Eriksen;4.390.000;Computer;12.10.2025
Ansah;7.380.000;Computer;12.10.2025
Saliakas;2.130.000;Computer;12.10.2025
Makengo;1.690.000;Computer;12.10.2025
Urbig;270.000;Computer;12.10.2025
Bebou;1.860.000;Computer;12.10.2025
Meffert;540.000;Computer;12.10.2025
Sinani;8.220.000;Alfons;12.10.2025
Asllani;14.500.000;Alfons;12.10.2025
Nebel;8.410.000;Alfons;12.10.2025
van den Berg;1.590.000;Alfons;12.10.2025
Querfeld;3.100.000;Alfons;12.10.2025
Hübers;3.400.000;Alfons;12.10.2025
Grimaldo;12.670.000;Thomas;12.10.2025
Laimer;6.980.000;Thomas;12.10.2025
Wahl;4.540.000;Thomas;12.10.2025
M. Eggestein;5.170.000;Thomas;12.10.2025
Nicolas;1.810.000;Thomas;12.10.2025
Amoura;12.840.000;Thomas;12.10.2025
Kane;31.210.000;Thomas;12.10.2025
Uzun;15.570.000;Thomas;12.10.2025
Hajdari;2.110.000;Computer;12.10.2025
Chukwuemeka;5.350.000;Computer;12.10.2025
Meyer;170.000;Computer;12.10.2025
Vasilj;2.980.000;Computer;12.10.2025
Adeyemi;13.490.000;Computer;12.10.2025
Herrmann;1.330.000;Alfons;12.10.2025
Kaufmann;3.340.000;Alfons;12.10.2025
Schick;15.330.000;Alfons;12.10.2025
Philippe;8.030.000;Alfons;12.10.2025
Martel;5.030.000;Alfons;12.10.2025
Remberg;5.040.000;Alfons;12.10.2025
Kiala;460.000;Alfons;12.10.2025
Nsoki;610.000;Alfons;12.10.2025
Kübler;2.960.000;Alfons;12.10.2025
Gulácsi;2.500.000;Alfons;12.10.2025
Stage;8.980.000;Thomas;12.10.2025
Oppie;2.890.000;Thomas;12.10.2025
Jóhannesson;5.490.000;Dominik;12.10.2025
